"chrom","start","end","strand","gene.name"
"3",101324205,101513241,"-","SENP7"
"3",101561862,101566446,"+","TRMT10C"
"3",101574095,101594437,"+","PCNP"
"3",101648889,101677495,"-","ZBTB11"
"3",101681091,101686782,"-","RPL24"
"3",101723925,101770562,"+","CEP97"
"3",101779202,101827392,"+","NXPE3"
"3",101827991,101861022,"+","NFKBIZ"
"3",102099244,102479841,"+","ZPLD1"
"3",105366909,105576900,"+","ALCAM"
"3",105655461,105869552,"-","CBLB"
"3",107377194,107378637,"+","CCDC54"
"3",107522936,107811324,"+","BBX"
"3",108043094,108091862,"-","CD47"
"3",108160812,108222570,"-","IFT57"
"3",108296490,108378285,"+","HHLA2"
"3",108380369,108529322,"-","MYH15"
"3",108549869,108589644,"-","KIAA1524"
"3",108589682,108694846,"+","DZIP3"
"3",108743424,108757384,"-","RETNLB"
"3",108822698,108855005,"+","TRAT1"
"3",108907792,108953895,"-","GUCA1C"
"3",108958239,109118142,"-","MORC1"
"3",109293788,109316517,"-","DPPA2"
"3",109326141,109337572,"-","DPPA4"
"3",111070071,111275563,"+","NECTIN3"
"3",111292719,111665750,"+","CD96"
"3",111592900,111595443,"-","ZBED2"
"3",111674676,111846447,"+","PLCXD2"
"3",111732497,111976517,"+","PHLDB2"
"3",111979010,111993363,"+","ABHD10"
"3",111998664,112013887,"+","TAGLN3"
"3",112034843,112081269,"+","TMPRSS7"
"3",112086335,112131004,"+","C3orf52"
"3",112120841,112133305,"-","GCSAM"
"3",112140887,112294258,"-","SLC9C1"
"3",112332347,112362812,"+","CD200"
"3",112463968,112499561,"-","BTLA"
"3",112532509,112562046,"-","ATG3"
"3",112561709,112585577,"+","SLC35A5"
"3",112596794,112649530,"-","CCDC80"
"3",112815709,112846856,"-","CD200R1L"
"3",112921209,112975122,"-","CD200R1"
"3",112990918,113015060,"+","GTPBP8"
"3",113002440,113019861,"-","C3orf17"
"3",113211003,113287459,"+","BOC"
"3",113286947,113441610,"-","CFAP44"
"3",113442718,113515187,"-","SPICE1"
"3",113532296,113629578,"+","SIDT1"
"3",113648385,113696646,"-","USF3"
"3",113716460,113746300,"-","NAA50"
"3",113747019,113812056,"+","ATP6V1A"
"3",113828182,113947174,"+","GRAMD1C"
"3",113947901,113965401,"+","ZDHHC23"
"3",113964137,114056613,"-","CCDC191"
"3",114005833,114088422,"+","QTRT2"
"3",114128652,114199407,"-","DRD3"
"3",114234631,114237578,"-","ZNF80"
"3",114276913,114310288,"+","TIGIT"
"3",114314501,115147271,"-","ZBTB20"
"3",115623324,115721490,"+","GAP43"
"3",115802363,117139389,"-","LSAMP"
"3",118900557,119146068,"-","IGSF11"
"3",119146150,119160042,"+","C3orf30"
"3",119173517,119205153,"+","UPK1B"
"3",119211732,119241103,"-","B4GALT4"
"3",119294373,119420714,"+","ARHGAP31"
"3",119429500,119468830,"-","TMEM39A"
"3",119468938,119494708,"+","POGLUT1"
"3",119498532,119525090,"+","TIMMDC1"
"3",119524293,119559602,"-","CD80"
"3",119579268,119589945,"+","ADPRH"
"3",119597842,119629811,"+","PLA1A"
"3",119636457,119665324,"-","POPDC2"
"3",119654513,119677454,"-","COX17"
"3",119703022,119767102,"+","MAATS1"
"3",119780484,119818485,"+","NR1I2"
"3",119821323,120094417,"-","GSK3B"
"3",120164645,120285094,"-","GPR156"
"3",120324509,120349339,"-","LRRC58"
"3",120392293,120451253,"-","FSTL1"
"3",120596309,120602500,"+","NDUFB4"
"3",120628173,120682571,"-","HGD"
"3",120686681,120742993,"-","RABL3"
"3",120742637,120783069,"+","GTF2E1"
"3",120908072,121424761,"+","STXBP5L"
"3",121431427,121546641,"-","POLQ"
"3",121570704,121586634,"+","ARGFX"
"3",121593119,121630295,"+","FBXO40"
"3",121631399,121660927,"-","HCLS1"
"3",121663199,121749767,"-","GOLGB1"
"3",121769763,121835079,"-","IQCB1"
"3",121835183,121886526,"+","EAF2"
"3",121894089,121944102,"+","SLC15A2"
"3",121987323,122022258,"-","ILDR1"
"3",122055366,122121139,"+","CD86"
"3",122183683,122291629,"+","CASR"
"3",122325244,122341972,"+","CSTA"
"3",122359591,122383231,"-","CCDC58"
"3",122384176,122412334,"+","FAM162A"
"3",122412332,122416051,"-","WDR5B"
"3",122421949,122514945,"-","KPNA1"
"3",122527924,122564577,"-","PARP9"
"3",122564238,122575203,"+","DTX3L"
"3",122577602,122639047,"+","PARP15"
"3",122680618,122730840,"+","PARP14"
"3",122740003,122793824,"-","HSPBAP1"
"3",122794795,122881139,"+","DIRC2"
"3",122909193,123028605,"-","SEMA5B"
"3",123067062,123225227,"+","PDIA5"
"3",123201927,123274130,"+","SEC22A"
"3",123282296,123449758,"-","ADCY5"
"3",123490820,123585185,"-","HACD2"
"3",123610049,123884331,"-","MYLK"
"3",123897305,123961408,"-","CCDC14"
"3",123968521,123992178,"-","ROPN1"
"3",124080023,124726325,"+","KALRN"
"3",124730366,124749273,"+","UMPS"
"3",124761948,124901418,"-","ITGB5"
"3",124905442,124953819,"-","MUC13"
"3",124965710,125055958,"-","HEG1"
"3",125082636,125212864,"-","SLC12A8"
"3",125225561,125375354,"-","ZNF148"
"3",125446644,125520197,"-","SNX4"
"3",125528858,125595090,"-","OSBPL11"
"3",125929275,125937039,"-","ALG1L"
"3",125969144,125983454,"+","ROPN1B"
"3",126006355,126101561,"-","SLC41A3"
"3",126103562,126197994,"-","ALDH1L1"
"3",126342635,126357442,"-","KLF15"
"3",126394939,126436556,"+","CFAP100"
"3",126437601,126475919,"-","ZXDC"
"3",126481281,126517773,"-","UROC1"
"3",126524283,126543291,"+","CHST13"
"3",126526999,126558965,"-","C3orf22"
"3",126571779,126608555,"-","RP11-390G14.7"
"3",126571789,126572636,"-","TXNRD3NB"
"3",126607052,126655155,"-","TXNRD3"
"3",126704220,126960406,"+","CHCHD6"
"3",126988594,127037392,"+","PLXNA1"
"3",127573069,127598251,"-","TPRA1"
"3",127598223,127622436,"+","MCM2"
"3",127629181,127672809,"+","PODXL2"
"3",127672935,127680920,"+","ABTB1"
"3",127689062,127823250,"-","MGLL"
"3",127915232,127987671,"+","KBTBD12"
"3",128051641,128071683,"+","SEC61A1"
"3",128064778,128153914,"-","RUVBL1"
"3",128153454,128408646,"+","EEFSEC"
"3",128462439,128467248,"-","DNAJB8"
"3",128479427,128493185,"-","GATA2"
"3",128619970,128681075,"-","RPN1"
"3",128726122,128814796,"+","RAB7A"
"3",128879596,128916067,"+","ACAD9"
"3",128909866,129002690,"-","KIAA1257"
"3",129001629,129040742,"+","EFCC1"
"3",129060767,129062406,"+","GP9"
"3",129087569,129122801,"-","RAB43"
"3",129087575,129161036,"-","ISY1-RAB43"
"3",129127415,129161293,"-","ISY1"
"3",129169484,129183922,"-","CNBP"
"3",129249606,129277773,"+","COPG1"
"3",129278828,129306186,"+","HMCES"
"3",129314771,129316277,"-","H1FX"
"3",129401321,129428651,"-","EFCAB12"
"3",129430944,129440179,"-","MBD4"
"3",129440036,129520507,"+","IFT122"
"3",129528640,129535169,"+","RHO"
"3",129543214,129551467,"+","H1FOO"
"3",129555175,129606818,"-","PLXND1"
"3",129647792,129893576,"-","TMCC1"
"3",129974305,129977938,"+","TRH"
"3",130560334,130678155,"+","COL6A6"
"3",130678935,130746829,"-","PIK3R4"
"3",130850595,131016712,"+","ATP2C1"
"3",131013875,131027649,"-","ASTE1"
"3",131026850,131350465,"+","NEK11"
"3",131381671,131388830,"+","NUDT16"
"3",131462212,131502983,"-","MRPL3"
"3",131533555,132285410,"-","CPNE4"
"3",132317367,132368298,"+","ACPP"
"3",132417526,132539032,"+","DNAJC13"
"3",132558138,132660723,"-","ACAD11"
"3",132597237,132618967,"+","ACKR4"
"3",132654446,132678097,"+","UBA5"
"3",132680609,132722442,"-","NPHP3"
"3",133038391,133397792,"+","TMEM108"
"3",133399995,133475222,"+","BFSP2"
"3",133573730,133590261,"+","CDV3"
"3",133598175,133662380,"-","TOPBP1"
"3",133745956,133796640,"+","TF"
"3",133784033,133825772,"+","SRPRB"
"3",133824239,133895836,"-","RAB6B"
"3",133928145,133929812,"-","C3orf36"
"3",133932696,134052184,"-","SLCO2A1"
"3",134065303,134250744,"-","RYK"
"3",134355874,134375479,"-","AMOTL2"
"3",134477706,134486716,"-","ANAPC13"
"3",134485743,134575017,"+","CEP63"
"3",134597801,135260467,"+","EPHB1"
"3",134603138,134651636,"-","KY"
"3",135965673,136147891,"+","PPP2R3A"
"3",136148922,136197241,"-","MSL2"
"3",136250306,136337896,"+","PCCB"
"3",136336233,136752403,"-","STAG1"
"3",136818647,136855892,"+","SLC35G2"
"3",136862208,136949823,"+","NCK1"
"3",136946230,137011085,"+","IL20RB"
"3",137764284,137766338,"+","SOX14"
"3",137998735,138033655,"+","CLDN18"
"3",138061990,138115818,"-","DZIP1L"
"3",138123718,138132387,"-","A4GNT"
"3",138161012,138174949,"-","DBR1"
"3",138187248,138298389,"+","ARMC8"
"3",138261437,138329886,"-","NME9"
"3",138347648,138405534,"+","MRAS"
"3",138434586,138481686,"+","ESYT3"
"3",138494344,138594538,"-","CEP70"
"3",138608606,138633376,"+","FAIM"
"3",138652699,138834938,"-","PIK3CB"
"3",138944224,138947140,"-","FOXL2"
"3",138947234,138953451,"+","FOXL2NB"
"3",139005468,139006268,"-","RP11-771O11.3"
"3",139005806,139357223,"+","MRPS22"
"3",139019031,139020926,"-","PRR23B"
"3",139042102,139044892,"-","PRR23C"
"3",139355600,139389732,"-","COPB2"
"3",139452884,139480747,"-","RBP2"
"3",139517434,139539829,"-","RBP1"
"3",139560180,139678017,"-","NMNAT3"
"3",139935185,140577397,"+","CLSTN2"
"3",140678039,140701150,"+","TRIM42"
"3",140941830,140979933,"+","SLC25A36"
"3",141051402,141148611,"+","SPSB4"
"3",141228726,141367753,"+","PXYLP1"
"3",141324213,141449792,"+","ZBTB38"
"3",141487047,141615342,"+","RASA2"
"3",141738204,141747560,"+","RNF7"
"3",141778148,141818490,"+","GRK7"
"3",141876124,141926514,"+","ATP1B3"
"3",141944428,142149544,"-","TFDP2"
"3",142157527,142225607,"-","GK5"
"3",142306607,142448062,"-","XRN1"
"3",142449235,142578826,"-","ATR"
"3",142596387,142713664,"+","PLS1"
"3",142724074,142807888,"+","TRPC1"
"3",142815922,142889203,"-","PCOLCE2"
"3",142949164,142963682,"-","PAQR9"
"3",142964497,143060546,"+","U2SURP"
"3",143119331,143124014,"+","CHST2"
"3",143265222,143848531,"-","SLC9A9"
"3",143971798,144048719,"+","C3orf58"
"3",146069440,146163653,"-","PLOD2"
"3",146192339,146251179,"-","PLSCR4"
"3",146391421,146495991,"-","PLSCR2"
"3",146515180,146544864,"-","PLSCR1"
"3",146576555,146606216,"-","PLSCR5"
"3",147386046,147406860,"-","ZIC4"
"3",147393422,147510293,"+","ZIC1"
"3",148697784,148743008,"+","AGTR1"
"3",148791102,148860187,"+","CPB1"
"3",148865256,148897196,"+","CPA3"
"3",148991341,149027668,"+","GYG1"
"3",149030127,149086554,"-","HLTF"
"3",149129584,149173732,"+","HPS3"
"3",149162410,149222055,"-","CP"
"3",149318498,149334414,"-","TM4SF18"
"3",149369022,149377865,"-","TM4SF1"
"3",149473974,149503281,"+","TM4SF4"
"3",149517235,149736714,"-","WWTR1"
"3",149738470,149752499,"-","COMMD2"
"3",149761100,149968385,"-","ANKUB1"
"3",149812708,149962139,"+","RNF13"
"3",149964904,150050788,"-","PFN2"
"3",150408335,150466431,"+","TSC22D2"
"3",150541994,150603228,"-","SERP1"
"3",150546678,150584242,"+","EIF2A"
"3",150602875,150630445,"+","SELT"
"3",150659885,150703971,"-","ERICH6"
"3",150741127,150763477,"-","SIAH2"
"3",150926163,150972999,"-","CLRN1"
"3",151085697,151437072,"+","MED12L"
"3",151197832,151203201,"-","GPR171"
"3",151212117,151278467,"-","P2RY14"
"3",151294086,151316952,"-","GPR87"
"3",151326312,151329548,"-","P2RY13"
"3",151337380,151384812,"-","P2RY12"
"3",151425384,151458709,"-","IGSF10"
"3",151733916,151761339,"+","AADACL2"
"3",151814037,151828488,"+","AADAC"
"3",151873643,151884619,"+","SUCNR1"
"3",152243828,152465780,"+","MBNL1"
"3",152834693,152841439,"+","P2RY1"
"3",153162270,153170620,"+","RAP2B"
"3",154121003,154257827,"+","ARHGEF26"
"3",154272546,154324497,"-","DHX36"
"3",154337672,154429715,"-","GPR149"
"3",155024124,155183729,"+","MME"
"3",155375580,155745067,"-","PLCH1"
"3",155762617,155806351,"-","C3orf33"
"3",155821024,155854456,"-","SLC33A1"
"3",155870536,155944026,"+","GMPS"
"3",156037701,156539138,"+","KCNAB1"
"3",156540140,156555184,"-","SSR3"
"3",156673235,156706770,"+","TIPARP"
"3",156825481,157046129,"+","LEKR1"
"3",157146508,157160760,"-","CCNL1"
"3",157259742,157533619,"-","VEPH1"
"3",157436789,157443628,"+","PTX3"
"3",157543246,157677749,"+","PQLC2L"
"3",158095954,158106503,"-","SHOX2"
"3",158105855,158545730,"+","RSRC1"
"3",158571163,158607252,"+","MLF1"
"3",158644278,158692575,"+","GFM1"
"3",158645822,158672693,"-","LXN"
"3",158696892,158732696,"-","RARRES1"
"3",158732198,158829719,"+","MFSD1"
"3",158962235,159897366,"+","IQCJ-SCHIP1"
"3",158962928,159266307,"+","IQCJ"
"3",159839861,159897360,"+","SCHIP1"
"3",159988750,159996019,"+","IL12A"
"3",160225496,160228213,"+","C3orf80"
"3",160256986,160399880,"-","IFT80"
"3",160399274,160434962,"+","SMC4"
"3",160432445,160485773,"-","TRIM59"
"3",160494995,160565588,"-","KPNA4"
"3",160677159,160678452,"+","ARL14"
"3",160755602,161078907,"+","PPM1L"
"3",161083883,161105384,"-","B3GALNT1"
"3",161104696,161253532,"+","NMD3"
"3",161344792,161372880,"-","SPTSSB"
"3",161496808,161503942,"+","RP11-80B17.1"
"3",164978898,165078495,"-","SI"
"3",165186720,165197109,"-","SLITRK3"
"3",165772904,165837472,"-","BCHE"
"3",167240287,167381346,"-","ZBBX"
"3",167441789,167479004,"-","SERPINI2"
"3",167478684,167653983,"-","WDR49"
"3",167683298,167734939,"-","PDCD10"
"3",167735243,167825568,"+","SERPINI1"
"3",168008677,168095975,"-","GOLIM4"
"3",169083499,169663618,"-","MECOM"
"3",169766921,169769895,"-","ACTRT3"
"3",169772831,169789716,"+","MYNN"
"3",169793428,169812986,"-","LRRC34"
"3",169821922,169837775,"+","LRRIQ4"
"3",169839179,169869930,"-","LRRC31"
"3",169911572,169939175,"+","SAMD7"
"3",169966635,169998373,"+","SEC62"
"3",170037929,170085403,"+","GPR160"
"3",170086732,170181749,"-","PHC3"
"3",170222365,170305981,"+","PRKCI"
"3",170357678,170396835,"+","SKIL"
"3",170418865,170454733,"+","CLDN11"
"3",170459584,170586074,"-","SLC7A14"
"3",170864875,170870483,"-","RPL22L1"
"3",170888415,170908693,"-","EIF5A2"
"3",170996348,171026750,"-","SLC2A2"
"3",171061339,171460408,"-","TNIK"
"3",171600405,171810950,"-","PLD1"
"3",171843349,171938715,"+","TMEM212"
"3",172039628,172401665,"+","FNDC3B"
"3",172445133,172448456,"-","GHSR"
"3",172505508,172523507,"-","TNFSF10"
"3",172630249,172711218,"-","NCEH1"
"3",172750682,172821474,"+","ECT2"
"3",172889358,173141268,"-","SPATA16"
"3",173396284,174286644,"+","NLGN1"
"3",174438573,175810552,"+","NAALADL2"
"3",177019340,177228000,"-","TBL1XR1"
"3",178272932,178844429,"+","KCNMB2"
"3",178419123,178843300,"+","RP11-385J1.3"
"3",179017223,179072279,"-","ZMAT3"
"3",179148114,179240093,"+","PIK3CA"
"3",179236691,179267002,"-","KCNMB3"
"3",179322991,179338583,"+","ZNF639"
"3",179347692,179394931,"+","MFN1"
"3",179396089,179451590,"-","GNB4"
"3",179562880,179588408,"+","ACTL6A"
"3",179588285,179604654,"-","MRPL47"
"3",179604690,179627647,"+","NDUFB5"
"3",179652755,179789401,"+","USP13"
"3",179794958,180037053,"-","PEX5L"
"3",180602130,180617828,"+","TTC14"
"3",180602858,180679500,"-","CCDC39"
"3",180868141,180982753,"+","FXR1"
"3",180983709,180989774,"-","DNAJC19"
"3",181711924,181714436,"+","SOX2"
"3",182793500,182921635,"+","ATP11B"
"3",182938074,182985953,"-","DCUN1D1"
"3",183015218,183116075,"-","MCCC1"
"3",183122213,183163839,"-","LAMP3"
"3",183178043,183428778,"-","MCF2L2"
"3",183253244,183298504,"+","B3GNT5"
"3",183487531,183555689,"-","KLHL6"
"3",183635568,183684477,"+","KLHL24"
"3",183697818,183812625,"+","YEATS2"
"3",183815876,183825594,"-","MAP6D1"
"3",183829271,183884933,"-","PARL"
"3",183919934,184018015,"-","ABCC5"
"3",184031544,184039369,"+","HTR3D"
"3",184053047,184060671,"+","HTR3C"
"3",184097064,184106995,"+","HTR3E"
"3",184135038,184145311,"+","EIF2B5"
"3",184155388,184173610,"+","DVL3"
"3",184174689,184184091,"+","AP2M1"
"3",184186023,184194012,"+","ABCF3"
"3",184230429,184242329,"+","VWA5B2"
"3",184242301,184249548,"-","ALG3"
"3",184249650,184259585,"+","EEF1AKMT4"
"3",184249695,184293031,"+","EEF1AKMT4-ECE2"
"3",184259213,184261463,"-","CAMK2N2"
"3",184276011,184293031,"+","ECE2"
"3",184298709,184309054,"+","PSMD2"
"3",184314495,184335358,"+","EIF4G1"
"3",184335926,184348421,"+","FAM131A"
"3",184346185,184361651,"-","CLCN2"
"3",184361718,184368596,"+","POLR2H"
"3",184371935,184381968,"-","THPO"
"3",184380073,184390736,"+","CHRD"
"3",184561784,184582409,"+","EPHB3"
"3",184710367,184712002,"-","MAGEF1"
"3",184812143,185052614,"+","VPS8"
"3",185078050,185153014,"-","C3orf70"
"3",185190624,185281990,"-","EHHADH"
"3",185282941,185489097,"+","MAP3K13"
"3",185476496,185499057,"-","TMEM41A"
"3",185506262,185552613,"-","LIPH"
"3",185582496,185633551,"+","SENP2"
"3",185643739,185825056,"-","IGF2BP2"
"3",185915906,185938136,"-","TRA2B"
"3",186046308,186110318,"-","ETV5"
"3",186105668,186362237,"-","DGKG"
"3",186538441,186546702,"-","CRYGS"
"3",186546073,186570543,"-","TBCCD1"
"3",186567403,186585800,"+","DNAJB11"
"3",186612923,186621318,"+","AHSG"
"3",186635969,186653141,"+","FETUB"
"3",186660216,186678240,"+","HRG"
"3",186717276,186744410,"+","KNG1"
"3",186783205,186789900,"+","EIF4A2"
"3",186789880,186807058,"-","RFC4"
"3",186842690,186858463,"+","ADIPOQ"
"3",186930485,187078553,"+","ST6GAL1"
"3",187120948,187180908,"-","RPL39L"
"3",187197486,187201465,"+","RTP1"
"3",187217285,187292022,"-","MASP1"
"3",187368332,187372076,"+","RTP4"
"3",187668906,187670399,"-","SST"
"3",187698259,187702557,"-","RTP2"
"3",187721377,187745727,"-","BCL6"
"3",188153284,188890671,"+","LPP"
"3",188947214,189325304,"+","TPRG1"
"3",189631416,189897279,"+","TP63"
"3",189956728,190122437,"-","P3H2"
"3",190305701,190322475,"-","CLDN1"
"3",190322541,190412143,"+","CLDN16"
"3",190428655,190449876,"-","TMEM207"
"3",190514051,190659750,"+","IL1RAP"
"3",190852877,190892429,"-","GMNC"
"3",191199241,191265615,"+","OSTN"
"3",191267168,191330536,"-","UTS2B"
"3",191329077,191398670,"+","CCDC50"
"3",192139395,192767764,"-","FGF12"
"3",192796815,192918161,"-","MB21D2"
"3",193241125,193277738,"+","HRASLS"
"3",193274790,193378843,"-","ATP13A5"
"3",193402077,193593111,"-","ATP13A4"
"3",193593144,193697823,"+","OPA1"
"3",194136145,194138732,"+","HES1"
"3",194339765,194351328,"-","CPN2"
"3",194355247,194369743,"-","LRRC15"
"3",194394821,194398354,"-","GP5"
"3",194402672,194498364,"-","ATP13A3"
"3",194587673,194633689,"-","TMEM44"
"3",194640788,194672477,"-","LSG1"
"3",194686544,194689037,"+","FAM43A"
"3",195068279,195271167,"-","XXYLT1"
"3",195274736,195443078,"-","ACAP2"
"3",195514425,195543386,"-","PPP1R2"
"3",195568702,195584205,"-","APOD"
"3",195720882,195741123,"+","MUC20"
"3",195746765,195812277,"-","MUC4"
"3",195863364,195911945,"-","TNK2"
"3",196027183,196082189,"-","TFRC"
"3",196197449,196211437,"-","ZDHHC19"
"3",196211487,196243178,"+","SLC51A"
"3",196214222,196287957,"-","PCYT1A"
"3",196291219,196318299,"-","TCTEX1D2"
"3",196316082,196338373,"-","TM4SF19-TCTEX1D2"
"3",196319342,196338503,"-","TM4SF19"
"3",196347662,196432474,"-","UBXN7"
"3",196468783,196503768,"-","RNF168"
"3",196506877,196515366,"-","SMCO1"
"3",196554177,196568674,"-","WDR53"
"3",196568611,196589059,"+","FBXO45"
"3",196639686,196662004,"+","NRROS"
"3",196639775,196736007,"+","PIGX"
"3",196706277,196712293,"-","CEP19"
"3",196739857,196832647,"+","PAK2"
"3",196867856,196934714,"+","SENP5"
"3",196935402,196942597,"-","NCBP2"
"3",196946343,196969060,"-","PIGZ"
"3",196988621,197029816,"-","MELTF"
"3",197042560,197299300,"-","DLG1"
"3",197509783,197573323,"-","BDH1"
"3",197671393,197749727,"-","RUBCN"
"3",197737179,197787596,"+","FYTTD1"
"3",197791226,197888436,"+","LRCH3"
"3",197889075,197960142,"-","IQCG"
"3",197949980,197956610,"+","RPL35A"
"3",197960200,198043720,"+","LMLN"
"4",53285,88211,"+","ZNF595"
"4",124480,202303,"+","ZNF718"
"4",270675,305321,"-","ZNF732"
"4",337814,384864,"+","ZNF141"
"4",425815,499156,"-","ZNF721"
"4",499210,540196,"+","PIGG"
"4",625584,670782,"+","PDE6B"
"4",672436,674338,"-","ATP5I"
"4",673580,682033,"+","MYL5"
"4",681829,689441,"-","MFSD7"
"4",705748,770640,"+","PCGF3"
"4",784957,826198,"-","CPLX1"
"4",849276,932373,"-","GAK"
"4",932387,958656,"+","TMEM175"
"4",958887,986895,"-","DGKQ"
"4",979073,993440,"-","SLC26A1"
"4",986997,1004506,"+","IDUA"
"4",1009936,1026897,"+","FGFRL1"
"4",1056250,1113562,"-","RNF212"
"4",1166932,1208962,"-","SPON2"
"4",1211448,1249953,"-","CTBP1"
"4",1289851,1340147,"+","MAEA"
"4",1347266,1395992,"+","UVSSA"
"4",1617915,1684302,"-","FAM53A"
"4",1692800,1712555,"-","SLBP"
"4",1715952,1721358,"-","TMEM129"
"4",1721490,1745176,"+","TACC3"
"4",1793293,1808872,"+","FGFR3"
"4",1811479,1856247,"-","LETM1"
"4",1871424,1982207,"+","NSD2"
"4",1982714,2041903,"-","NELFA"
"4",2041993,2043970,"+","C4orf48"
"4",2059512,2069089,"+","NAT8L"
"4",2071918,2242121,"-","POLN"
"4",2227464,2242164,"-","HAUS3"
"4",2247432,2262294,"-","MXD4"
"4",2269582,2418663,"-","ZFYVE28"
"4",2418974,2462942,"+","CFAP99"
"4",2462220,2625320,"+","RNF4"
"4",2536631,2732565,"+","FAM193A"
"4",2741648,2756376,"-","TNIP2"
"4",2793023,2841098,"+","SH3BP2"
"4",2843857,2930076,"+","ADD1"
"4",2930561,2934859,"-","MFSD10"
"4",2937933,2963385,"-","NOP14"
"4",2963608,3040747,"+","GRK4"
"4",3074681,3243960,"+","HTT"
"4",3244369,3271738,"+","MSANTD1"
"4",3293028,3439913,"+","RGS12"
"4",3441887,3449495,"+","HGFAC"
"4",3463311,3501473,"+","DOK7"
"4",3506376,3532559,"-","LRPAP1"
"4",3766348,3768526,"+","ADRA2C"
"4",4188803,4226889,"-","OTOP1"
"4",4235542,4248212,"-","TMEM128"
"4",4267701,4290169,"-","LYAR"
"4",4290251,4321786,"+","ZBTB49"
"4",4348140,4419058,"+","NSG1"
"4",4415742,4542346,"-","STX18"
"4",4859666,4863936,"+","MSX1"
"4",5014586,5019472,"-","CYTL1"
"4",5051442,5500998,"+","STK32B"
"4",5542772,5709548,"-","EVC2"
"4",5711197,5814305,"+","EVC"
"4",5748084,5893058,"-","CRMP1"
"4",6026199,6200591,"-","JAKMIP1"
"4",6269849,6303265,"+","WFS1"
"4",6320578,6563600,"-","PPP2R2C"
"4",6575175,6623362,"+","MAN2B2"
"4",6640091,6642745,"+","MRFAP1"
"4",6693069,6697170,"+","S100P"
"4",6707701,6709880,"-","MRFAP1L1"
"4",6716055,6717671,"+","BLOC1S4"
"4",6781375,6884170,"+","KIAA0232"
"4",6909242,7033118,"+","TBC1D14"
"4",7040849,7042939,"-","CCDC96"
"4",7041899,7057952,"+","TADA2B"
"4",7058906,7068197,"-","GRPEL1"
"4",7192538,7742836,"+","SORCS2"
"4",7430294,7434973,"-","PSAPL1"
"4",7758714,7939926,"-","AFAP1"
"4",7965310,8158832,"-","ABLIM2"
"4",8182072,8241803,"+","SH3TC1"
"4",8269765,8307111,"+","HTRA3"
"4",8366282,8440723,"-","ACOX3"
"4",8436140,8493531,"+","TRMT44"
"4",8558725,8619761,"+","GPR78"
"4",8592660,8619759,"+","CPZ"
"4",8846076,8871817,"-","HMX1"
"4",9210657,9212608,"+","USP17L10"
"4",9215405,9217356,"+","USP17L11"
"4",9220152,9221744,"+","USP17L12"
"4",9224896,9226847,"+","USP17L13"
"4",9234385,9236334,"+","USP17L15"
"4",9243879,9245830,"+","USP17L17"
"4",9248630,9250581,"+","USP17L18"
"4",9253378,9255329,"+","USP17L19"
"4",9258124,9260075,"+","USP17L20"
